label	content
询问机翼、靠窗位置	紧急出口选座
【提取】认证后未提取出行程	绑定了证件没有未来航班
军人、特殊身份旅客	特殊旅客
如何为他人值机	你好，我如何帮助别人值机？
姓名-认证非本人	证件已被其他账号注册
带物品登机	这个人可以携带两个充电宝吗
机票---预订机票	这里能买机票吗？
行程-索要发票、行程单等	报销凭证可以报销么
如何预约选座	怎么预约选座
航司电话	西部航空客服电话多少
带物品登机	液体限额
行李托运物品要求	定型喷雾可以托运么？
其他	怎么没有岳阳机场信息
带物品登机	防晒喷雾可随身携带吗？
值机-如何为同行人办理值机	我怎么帮朋友值机
其他	没办法自行删
其他	粉底液
其他	什么意思
其他	😡
带物品登机	鸡胸肉能带上飞机吗
其他	认证问题能回答吗？
军人、特殊身份旅客	军人值机柜台在哪
机票---票价、余票提醒	机票上的信息怎么看
值机记录-查看自己、他人、同行人的座位	怎么看我选的座位
手机值机---为自己值机索引	如何值机成功
里程累计	怎么补登里程
行李限额	一个人的行李限额是多少？
带物品登机	飞机上可以带水吗
其他	APP上自动跳出护照，没找到在哪里选择身份证？
手机值机---为自己值机索引	可以在线办理值机吗
账户信息-如何修改手机号	怎样修改短信推送信息的手机号码
其他	可以使用手机吗
机票---预订机票	这个app在哪里买机票
其他	可以带多少毫升
添加新证件格式错误	证件格式错误
航司是否支持手机值机	韩亚航空可以手机值机吗
如何获取电子登机牌	电子登记牌，在哪里找到？
如何保存登机牌到iOS wallet（passbook）或安卓“桌面快捷方式”？	加入钱包
通用---咨询客服电话	你电话
登机流程	坐飞机的注意事项
无法取消值机	取消值机失败
行李托运物品要求	能托运多少牛奶
他人值机-部分航司儿童不支持办理	可以大人先手机值机，儿童再去机场柜台办理值机吗
如何添加同行人	如何添加不同乘机人
【隐私规则】查询他人行程	可以查询别人有没有订机票吗
其他	不能提交
乘机证件相关_未成年人	你好，别人带我女儿（五岁儿童）乘坐飞机，女儿没办过身份证，只拿女儿的户口页可以登机吗？
修改中文名	我的姓名改了，身份证号没变，但是认证不了
机场--如何查看机场雷达、交通、大屏、地图	机场雷达如何打开
他人值机-部分航司儿童不支持办理	带36天婴儿值机
机票---预订机票	别人帮买的机票
航站楼查询	北京/兰州晚7.10分的在机场2号航站楼还是3号航站楼登机？
取消值机后是否可去机场值机	取消值机后可以去现场打印机票吗
行李托运物品要求	白酒托运
行程-索要发票、行程单等	你好，请问我怎么获取行程单？4.3日的飞机票，机场客服人员说我在第三方买的机票，行程单要在第三方才能打印。
【提取】行程缺失-如何手添	我下午的航班找不到
值机-值机选座失败	为什么我不可以值机
机场--如何查看机场雷达、交通、大屏、地图	机场雷达
结束语	好的，知道了，谢谢您。
取消值机-如何为自己变更座位	怎么换座
其他	我已认证过了呀
电子登机牌打印时间	提前多久能打印登机牌
机票---预订机票	你们可以订票么
常客卡添加失败---其他	为什么添加常客卡总是显示请求失败
其他	我们一行人，有的人可以操作，我们操作不了啊
如何保存登机牌到iOS wallet（passbook）或安卓“桌面快捷方式”？	添加到钱包
如何成为vip选座	怎么成为VIP
行李托运物品要求	托运宠物
其他	有没有客服
其他	更改邮箱
【隐私规则】行程提取时间	之前的飞行纪录，为什么都没有显示
其他	去英国，有什么注意事项
如何办理升舱	军人持证件可以升舱吗？
值机-值机选座失败	选不了座位
值机-如何为同行人办理值机	我们一家三口出去，怎么才能一起值机
机票---预订机票	预订机票
登机流程	乘坐飞机休息注意事项
值机-值机选座失败	值机没有蓝色座位给我选
其他	免费升舱
行李托运物品要求	你好，喷雾可以托运吗
其他	航班取消证明
手机值机托运问题	手机值机后可否去柜台办理行李托运
【其他】怎么获得乘机证明	请问一下，帮人选座后，登机凭证是用什么？
如何预约选座	怎么预选座位
机票---预订机票	我可以直接在这上面订机票吗？
什么是值机	手机值机是什么意思
修改中文名	我认证身份证和孩子的姓名串了，需要马上修改，怎样处理。急！
如何查看行程	查询航班失败
手机值机---为自己值机索引	我在手机上办理了值机
打招呼	^在吗
其他	我有一个明天的飞机
其他	延误接机免费？
无法取消值机	儿童取消不了直机
乘机证件相关_身份证过期	身份证过期一个月能直接正常登记吗
其他	首都机场几个航站楼
带物品登机	化妆品托运的话有没有什么规定呢
航班保护中	办理值机总提示开启行程保护
其他	同一个航班
猜一猜尚未结算---没有结算	延误了为什么没给旅豆
退票、改签	别人帮我选座之后，我要改签怎么办
登机、过检时间	国际航班多久停止托运行李？
手机值机---为自己值机索引	头等舱怎样值机
婴儿乘机	12周岁应该买儿童票还是成人票
如何办理升舱	请问如何办理升舱？
登录-忘记密码	换手机了 忘记密码
其他	换绑邮箱
取消值机-如何为自己变更座位	调换座位，
值机记录-变更或取消他人的座位	帮别人值机怎么取消
其他	怎样导出
什么是open状态	open票怎么使用
其他	二维码登机
其他	在哪个栏目里进入潜血我的行程？
旅豆中心---旅豆如何获取	旅豆可以购买么
其他	为什么不能添加乘坐人？
【隐私规则】查询他人行程	如何用航旅纵横查询其它人的航班信息？
其他	手机值机未获取旅客信息
如何查看行程	飞行途中，航线无法查看
其他	航班时间变更
【提取】手添新版-廉航如何添加	如何添加春秋航空
【隐私规则】行程提取时间	IOS pro版可提取的最早行程是多久以前的
取消值机-如何取消值机	你好，我想取消值机
【提取】行程缺失-如何手添	没有我的订单
提交技术尽快排除、关于系统bug问题	提示系统异常
未显示国际行程	我的国际航班信息为什么没有显示
机票---票价、余票提醒	怎么查询保留机票信息
他人值机-部分航司儿童不支持办理	孩子怎么提前选座
什么是open状态	open票怎么使用
接送机费用	我的接站车如何付费？
其他	没看见
【提取】行程缺失-如何手添	行程没有显示
其他	现在这个飞机是不飞了？
临时乘机证明办理	没有身份证
其他	入境
行程-索要发票、行程单等	打印发票
行李托运限额	境外行李托运限额
带物品登机	你好，我的化妆品小样一共有6样，请问可以带上飞机吗？
其他	9993680390560  客票号
非本人行程无法值机	显示非本人行程，不可值机
值机-值机选座失败	为什么别人可以值机？我的不能？
证件&姓名-添加他人证件	怎么添加其他人的身份信息
值机记录-查看自己、他人、同行人的座位	我怎么看直机信息
旅豆的作用	旅豆能换什么
如何分享电子登机牌	如何把选好的座位分享给其他人
值机记录-变更或取消他人的座位	如何为他人取消值机？
其他	延期怎么处理
其他	孩子14岁
【提取】手添新版-廉航如何添加	请问春秋航空行程无法显示吗
其他	哈尔滨机场九元航空值机柜台在哪
认证-取消认证	取消认证
手机值机---为自己值机索引	怎样选座位，谢谢。
其他	你好这到底是怎么回事
其他	怎么删除其他人的信息
其他	已经距离起飞不到24小时，还没接到提示？
带物品登机	充电宝可以携带多少毫安的
其他	我想问一下
